,采集时间,温度平均值,湿度平均值
139,2021-04-28 18:10:00,29.294683333333335,37.180483333333335
140,2021-04-28 18:20:00,29.28793333333333,37.198683333333335
141,2021-04-28 18:30:00,29.275683333333333,37.25663333333333
142,2021-04-28 18:40:00,29.249916666666667,37.3048
143,2021-04-28 18:50:00,29.21956666666667,37.400983333333336
144,2021-04-28 19:00:00,29.1605016722408,37.519615384615385
145,2021-04-28 19:10:00,29.097849999999998,37.62335
146,2021-04-28 19:20:00,29.02028428093646,37.785886287625424
147,2021-04-28 19:30:00,28.954397993311037,37.866387959866216
148,2021-04-28 19:40:00,28.865933333333334,37.9422
149,2021-04-28 19:50:00,28.76885,38.065266666666666
150,2021-04-28 20:00:00,28.668137583892616,38.253389261744964
151,2021-04-28 20:10:00,28.55316053511706,38.24344481605351
152,2021-04-28 20:20:00,28.455066666666667,38.2352
153,2021-04-28 20:30:00,28.347849999999998,38.53531666666667
154,2021-04-28 20:40:00,28.233227424749167,38.60755852842809
155,2021-04-28 20:50:00,28.125316666666663,38.66336666666667
156,2021-04-28 21:00:00,28.01040268456376,38.95976510067114
157,2021-04-28 21:10:00,27.872575250836118,39.158160535117055
158,2021-04-28 21:20:00,27.757183333333334,39.20138333333333
159,2021-04-28 21:30:00,27.634666666666664,39.553716666666666
160,2021-04-28 21:40:00,27.509983333333334,39.823033333333335
161,2021-04-28 21:50:00,27.374314381270903,40.2838127090301
162,2021-04-28 22:00:00,27.2496,40.63343333333333
163,2021-04-28 22:10:00,27.102216666666667,40.8098
164,2021-04-28 22:20:00,26.964866666666666,40.929516666666665
165,2021-04-28 22:30:00,26.84769230769231,41.18317725752509
166,2021-04-28 22:40:00,26.71,41.398421052631576
167,2021-04-28 22:50:00,26.5632,41.78145
168,2021-04-28 23:00:00,26.42020134228188,41.8291610738255
169,2021-04-28 23:10:00,26.286224832214764,41.96323825503356
170,2021-04-28 23:20:00,26.138607382550337,42.222265100671144
171,2021-04-28 23:30:00,26.000451505016724,42.4478762541806
172,2021-04-28 23:40:00,25.85473244147157,42.866889632107025
173,2021-04-28 23:50:00,25.7165,43.29631666666667
174,2021-04-29 00:00:00,25.583277591973243,43.648545150501675
175,2021-04-29 00:10:00,25.422412060301507,43.94443886097152
176,2021-04-29 00:20:00,25.291053511705684,44.055484949832774
177,2021-04-29 00:30:00,25.1461,44.24568333333333
178,2021-04-29 00:40:00,24.994266666666665,44.602516666666666
179,2021-04-29 00:50:00,24.851433333333333,44.916916666666665
180,2021-04-29 01:00:00,24.722233333333335,45.290083333333335
181,2021-04-29 01:10:00,24.585199999999997,45.577533333333335
182,2021-04-29 01:20:00,24.439414715719064,45.97521739130435
183,2021-04-29 01:30:00,24.3095,45.682750000000006
184,2021-04-29 01:40:00,24.146605351170567,45.05919732441472
185,2021-04-29 01:50:00,23.998116666666668,44.51128333333333
186,2021-04-29 02:00:00,23.830755033557047,44.29357382550336
187,2021-04-29 02:10:00,23.674983277591974,44.16006688963211
188,2021-04-29 02:20:00,23.51302675585284,44.27036789297659
189,2021-04-29 02:30:00,23.361,44.46318333333333
190,2021-04-29 02:40:00,23.21777591973244,44.6443143812709
191,2021-04-29 02:50:00,23.060503355704697,44.88697986577181
192,2021-04-29 03:00:00,22.921083333333332,45.14928333333333
193,2021-04-29 03:10:00,22.777579831932773,45.39494117647059
194,2021-04-29 03:20:00,22.621766666666666,45.66815
195,2021-04-29 03:30:00,22.465466666666668,45.953316666666666
196,2021-04-29 03:40:00,22.3171644295302,46.231157718120805
197,2021-04-29 03:50:00,22.173416666666665,46.49603333333333
198,2021-04-29 04:00:00,22.015317725752507,46.758745819397994
199,2021-04-29 04:10:00,21.87003355704698,46.89030201342282
200,2021-04-29 04:20:00,21.70721881390593,47.04648261758691
201,2021-04-29 04:30:00,21.549043624161072,47.12508389261745
202,2021-04-29 04:40:00,21.404110738255035,47.05619127516779
203,2021-04-29 04:50:00,21.288084033613444,46.953495798319324
204,2021-04-29 05:00:00,21.150636515912897,47.11795644891123
205,2021-04-29 05:10:00,21.0121,47.26671666666667
206,2021-04-29 05:20:00,20.87035,47.670633333333335
207,2021-04-29 05:30:00,20.7197,47.90076666666666
208,2021-04-29 05:40:00,20.578645484949835,48.04545150501672
209,2021-04-29 05:50:00,20.43951666666667,48.20646666666667
210,2021-04-29 06:00:00,20.28925,48.49211666666667
211,2021-04-29 06:10:00,20.1556,48.766416666666665
212,2021-04-29 06:20:00,20.019383333333334,48.970616666666665
213,2021-04-29 06:30:00,19.91208333333333,49.05186666666666
214,2021-04-29 06:40:00,19.83724832214765,49.168070469798664
215,2021-04-29 06:50:00,19.7438,49.21618333333333
216,2021-04-29 07:00:00,19.65711409395973,49.352063758389264
217,2021-04-29 07:10:00,19.585116666666668,49.63503333333333
218,2021-04-29 07:20:00,19.525635451505018,49.89108695652174
219,2021-04-29 07:30:00,19.47252508361204,50.172792642140465
220,2021-04-29 07:40:00,19.437533333333334,50.41563333333333
221,2021-04-29 07:50:00,19.414333333333335,50.96841666666666
222,2021-04-29 08:00:00,19.391533333333335,51.452466666666666
223,2021-04-29 08:10:00,19.391516666666668,51.844233333333335
224,2021-04-29 08:20:00,19.394116666666665,52.680416666666666
225,2021-04-29 08:30:00,19.415735785953178,52.82217391304348
226,2021-04-29 08:40:00,19.455916666666667,53.28025
227,2021-04-29 08:50:00,19.523733333333332,53.84095
228,2021-04-29 09:00:00,19.595716666666668,53.87511666666666
229,2021-04-29 09:10:00,19.665166666666668,53.656299999999995
230,2021-04-29 09:20:00,19.757766666666665,53.35033333333333
231,2021-04-29 09:30:00,19.87483333333333,52.99985
232,2021-04-29 09:40:00,19.9425,52.456716666666665
233,2021-04-29 09:50:00,20.09016722408027,51.89573578595318
234,2021-04-29 10:00:00,20.2328,51.28771666666667
235,2021-04-29 10:10:00,20.406258389261744,50.48892617449665
236,2021-04-29 10:20:00,20.58777591973244,49.96757525083612
237,2021-04-29 10:30:00,20.784799999999997,49.63636666666667
238,2021-04-29 10:40:00,20.988979933110368,49.605501672240806
239,2021-04-29 10:50:00,21.220685618729096,48.948862876254175
240,2021-04-29 11:00:00,21.467667785234898,48.881828859060406
241,2021-04-29 11:10:00,21.709183333333332,48.026050000000005
242,2021-04-29 11:20:00,21.934013377926423,47.549431438127094
243,2021-04-29 11:30:00,22.191483333333334,47.25711666666667
244,2021-04-29 11:40:00,22.441850000000002,46.5373
245,2021-04-29 11:50:00,22.707866666666664,45.96621666666667
246,2021-04-29 12:00:00,23.006233333333334,45.1441
247,2021-04-29 12:10:00,23.2768,44.58165
248,2021-04-29 12:20:00,23.515016666666668,44.210033333333335
249,2021-04-29 12:30:00,23.811471571906356,43.533461538461545
250,2021-04-29 12:40:00,24.03986666666667,43.15831666666667
251,2021-04-29 12:50:00,24.28495,43.25366666666667
252,2021-04-29 13:00:00,24.53478187919463,43.42040268456376
253,2021-04-29 13:10:00,24.783366666666666,43.39745
254,2021-04-29 13:20:00,25.033483333333333,43.47573333333333
255,2021-04-29 13:30:00,25.269983277591976,43.62991638795987
256,2021-04-29 13:40:00,25.523716666666665,43.445249999999994
257,2021-04-29 13:50:00,25.74494983277592,43.59754180602007
258,2021-04-29 14:00:00,25.976989966555184,43.440200668896324
259,2021-04-29 14:10:00,26.212516666666666,43.00615
260,2021-04-29 14:20:00,26.4303,42.582883333333335
261,2021-04-29 14:30:00,26.6646,42.1711
262,2021-04-29 14:40:00,26.856889632107023,41.90824414715719
263,2021-04-29 14:50:00,27.05388333333333,41.5968
264,2021-04-29 15:00:00,27.25148829431438,41.13943143812709
265,2021-04-29 15:10:00,27.453633333333332,40.698933333333336
266,2021-04-29 15:20:00,27.6333,40.440783333333336
267,2021-04-29 15:30:00,27.79816666666667,40.18188333333333
268,2021-04-29 15:40:01,27.983210702341136,39.84433110367893
269,2021-04-29 15:50:00,28.140016666666664,39.618383333333334
270,2021-04-29 16:00:00,28.263816666666667,39.41778333333334
271,2021-04-29 16:10:00,28.35969798657718,39.23315436241611
272,2021-04-29 16:20:00,28.470033333333333,39.023266666666665
273,2021-04-29 16:30:00,28.557199999999998,38.91036666666667
274,2021-04-29 16:40:00,28.669816666666666,38.630383333333334
275,2021-04-29 16:50:00,28.774089285714286,38.31921428571429
276,2021-04-29 17:00:00,28.881950000000003,38.0242
277,2021-04-29 17:10:00,28.97861666666667,37.90173333333333
278,2021-04-29 17:20:00,29.037333333333336,37.894949999999994
279,2021-04-29 17:30:00,29.1058,37.83345
280,2021-04-29 17:40:00,29.171350000000004,37.69186666666666
281,2021-04-29 17:50:00,29.23521666666667,37.295033333333336
282,2021-04-29 18:00:00,29.27368333333333,37.43378333333333
283,2021-04-29 18:10:00,29.298866666666665,37.57751666666666
284,2021-04-29 18:20:00,29.329666666666665,37.529666666666664
285,2021-04-29 18:30:00,29.33625,37.4517
286,2021-04-29 18:40:00,29.31998327759197,37.292240802675586
287,2021-04-29 18:50:00,29.33801488833747,37.07982630272953
